pixel_mean,pixel_std,pixel_min,pixel_max,anomaly_score,img_height,img_width,img_channels,timestamp,score_map_max,score_map_mean,score_map_min,score_map_std,is_anomaly,threshold,dataset_type,batch_idx
0.3737819,1.607955,-1.6212862,2.64,8.234415,224,224,3,2026-05-06T04:04:01.865071,7.690515,1.3164047,6.3645695e-07,0.85669553,1,13.0,test,79
0.37535277,1.6088275,-1.6041614,2.64,6.2513294,224,224,3,2026-05-06T04:04:01.917449,5.910306,1.4136211,6.3645695e-07,0.9540375,1,13.0,test,80
0.38622236,1.6003568,-1.5870366,2.64,6.471369,224,224,3,2026-05-06T04:04:01.917449,6.1348047,1.3965942,6.3645695e-07,0.8855389,1,13.0,test,80
0.38985646,1.5981972,-1.6041614,2.64,7.030461,224,224,3,2026-05-06T04:04:01.971330,6.514964,1.4900866,6.3645695e-07,1.01187,1,13.0,test,81
0.38981116,1.6044946,-1.6041614,2.64,6.9701285,224,224,3,2026-05-06T04:04:01.971330,6.5552497,1.4394873,6.3645695e-07,1.0060542,1,13.0,test,81
0.4014414,1.5970379,-1.5870366,2.64,7.4302278,224,224,3,2026-05-06T04:04:02.024113,7.0547986,1.3771025,6.3645695e-07,0.94705635,1,13.0,test,82
0.3786628,1.6105769,-1.6212862,2.64,7.835578,224,224,3,2026-05-06T04:04:02.024113,7.2807055,1.3429433,6.3645695e-07,0.90569127,1,13.0,test,82
0.38115585,1.6013461,-1.6041614,2.64,5.708462,224,224,3,2026-05-06T04:04:02.076717,5.3378015,1.2898713,6.3645695e-07,0.84615433,1,13.0,test,83
0.37266538,1.6031992,-1.6041614,2.64,5.9652276,224,224,3,2026-05-06T04:04:02.076717,5.7650213,1.3331817,6.3645695e-07,0.8413431,1,13.0,test,83
0.3935351,1.6068983,-1.6041614,2.64,5.223333,224,224,3,2026-05-06T04:04:02.134332,5.0573235,1.2000301,6.3645695e-07,0.7857524,1,13.0,test,84
0.3921781,1.5916052,-1.6041614,2.64,8.932115,224,224,3,2026-05-06T04:04:02.134332,8.105796,1.487377,6.3645695e-07,1.0599431,1,13.0,test,84
0.4172585,1.6057637,-1.6041614,2.64,7.0696335,224,224,3,2026-05-06T04:04:02.187668,6.7325773,1.3231832,6.3645695e-07,0.84947217,1,13.0,test,85
0.3748115,1.6065543,-1.6041614,2.64,6.159921,224,224,3,2026-05-06T04:04:02.187668,5.343474,1.338882,6.3645695e-07,0.87400395,1,13.0,test,85
0.3844441,1.611819,-1.6041614,2.64,7.3164153,224,224,3,2026-05-06T04:04:02.241251,6.577435,1.3646992,6.3645695e-07,0.90850294,1,13.0,test,86
0.37444445,1.6009722,-1.6041614,2.64,6.2541184,224,224,3,2026-05-06T04:04:02.241251,5.6407523,1.3736973,6.3645695e-07,0.90644896,1,13.0,test,86
0.3792812,1.6010909,-1.6212862,2.64,6.3601236,224,224,3,2026-05-06T04:04:02.295578,5.7665935,1.3785447,6.3645695e-07,0.91258323,1,13.0,test,87
0.42945024,1.5984563,-1.6041614,2.64,7.211743,224,224,3,2026-05-06T04:04:02.295578,6.812298,1.6748118,6.3645695e-07,0.9440908,1,13.0,test,87
0.43872112,1.5879489,-1.6041614,2.64,7.8416452,224,224,3,2026-05-06T04:04:02.349397,7.7862344,1.5790743,6.3645695e-07,0.92098767,1,13.0,test,88
0.34675327,1.6248534,-1.6212862,2.64,6.617385,224,224,3,2026-05-06T04:04:02.349397,6.391928,1.3248851,6.3645695e-07,0.90366226,1,13.0,test,88
0.35910693,1.6120362,-1.6212862,2.64,7.818539,224,224,3,2026-05-06T04:04:02.403555,7.052756,1.3743415,6.3645695e-07,0.86710066,1,13.0,test,89
0.38834593,1.6095138,-1.6212862,2.64,5.4631915,224,224,3,2026-05-06T04:04:02.403555,4.8923554,1.3042147,6.3645695e-07,0.8899205,1,13.0,test,89
0.37744415,1.6058806,-1.6041614,2.64,7.4881935,224,224,3,2026-05-06T04:04:02.456702,7.0096207,1.4223629,6.3645695e-07,0.9744924,1,13.0,test,90
0.4187661,1.601644,-1.6041614,2.64,8.049221,224,224,3,2026-05-06T04:04:02.456702,7.723209,1.3008696,6.3645695e-07,0.87917215,1,13.0,test,90
0.4198136,1.5947526,-1.6041614,2.64,7.431372,224,224,3,2026-05-06T04:04:02.510778,7.1770616,1.4445789,6.3645695e-07,0.9188618,1,13.0,test,91
0.36872393,1.6198703,-1.6041614,2.64,6.594201,224,224,3,2026-05-06T04:04:02.510778,6.413395,1.3270615,6.3645695e-07,0.9015454,1,13.0,test,91
0.3999575,1.5982051,-1.6041614,2.64,6.012509,224,224,3,2026-05-06T04:04:02.564255,5.9803615,1.3910198,6.3645695e-07,0.8947273,1,13.0,test,92
0.39724603,1.6000743,-1.6041614,2.64,5.0885763,224,224,3,2026-05-06T04:04:02.564255,4.914214,1.3343647,6.3645695e-07,0.84977365,1,13.0,test,92
0.40198714,1.5990576,-1.6041614,2.64,6.4729652,224,224,3,2026-05-06T04:04:02.617871,5.9456778,1.3064274,6.3645695e-07,0.8602851,1,13.0,test,93
0.38654476,1.6100338,-1.6041614,2.64,6.304049,224,224,3,2026-05-06T04:04:02.617871,5.717895,1.2481065,6.3645695e-07,0.8167324,1,13.0,test,93
0.38665926,1.6033176,-1.6041614,2.64,7.1822686,224,224,3,2026-05-06T04:04:02.673484,6.9491034,1.3485215,6.3645695e-07,0.9168689,1,13.0,test,94
0.38218096,1.5989459,-1.6041614,2.64,8.182142,224,224,3,2026-05-06T04:04:02.673484,8.101842,1.3986382,6.3645695e-07,0.97116673,1,13.0,test,94
0.4333035,1.6021105,-1.6041614,2.64,7.2408657,224,224,3,2026-05-06T04:04:02.727871,6.847119,1.5444317,6.3645695e-07,0.95259666,1,13.0,test,95
0.3925082,1.5903103,-1.5870366,2.64,7.614083,224,224,3,2026-05-06T04:04:02.727871,6.7896852,1.5063707,6.3645695e-07,1.0021721,1,13.0,test,95
0.4003584,1.5997913,-1.6041614,2.64,5.8298626,224,224,3,2026-05-06T04:04:02.780951,5.355458,1.3545171,6.3645695e-07,0.88503563,1,13.0,test,96
0.38313103,1.6013101,-1.6212862,2.64,6.8308787,224,224,3,2026-05-06T04:04:02.780951,6.549498,1.3756384,6.3645695e-07,0.8982828,1,13.0,test,96
0.42376533,1.6006194,-1.6041614,2.64,6.359281,224,224,3,2026-05-06T04:04:02.834123,6.1825013,1.2729145,6.3645695e-07,0.8189844,1,13.0,test,97
0.38301414,1.5980593,-1.5699118,2.64,6.544437,224,224,3,2026-05-06T04:04:02.834123,6.1259646,1.5847485,6.3645695e-07,1.0302767,1,13.0,test,97
0.3895464,1.6140997,-1.6212862,2.64,7.5082436,224,224,3,2026-05-06T04:04:02.889059,6.704065,1.8703609,6.3645695e-07,1.1330354,1,13.0,test,98
0.3995156,1.5991365,-1.6041614,2.64,6.297771,224,224,3,2026-05-06T04:04:02.889059,6.0915008,1.4465073,6.3645695e-07,0.97078544,1,13.0,test,98
0.3915065,1.5944382,-1.6041614,2.64,6.48098,224,224,3,2026-05-06T04:04:02.941186,6.0797305,1.3838296,6.3645695e-07,0.9377795,1,13.0,test,99
0.4062515,1.5959617,-1.6212862,2.64,8.076104,224,224,3,2026-05-06T04:04:02.941186,7.261945,1.2836081,6.3645695e-07,0.8475367,1,13.0,test,99
0.41279233,1.5984839,-1.5870366,2.64,5.4405727,224,224,3,2026-05-06T04:04:02.993096,4.977386,1.3380367,6.3645695e-07,0.86563426,1,13.0,test,100
0.41587868,1.5999103,-1.6041614,2.64,8.780103,224,224,3,2026-05-06T04:04:02.993096,8.0755825,1.8786509,6.3645695e-07,1.1447387,1,13.0,test,100
0.40879455,1.5986001,-1.6041614,2.64,6.3547215,224,224,3,2026-05-06T04:04:03.045788,6.029725,1.4095938,6.3645695e-07,0.9252402,1,13.0,test,101
0.38558856,1.6049635,-1.6041614,2.64,7.624687,224,224,3,2026-05-06T04:04:03.045788,7.0640154,1.4023436,6.3645695e-07,0.96125656,1,13.0,test,101
0.41583148,1.595875,-1.5870366,2.64,7.0406857,224,224,3,2026-05-06T04:04:03.097578,6.657442,1.3780707,6.3645695e-07,0.9247711,1,13.0,test,102
0.38318706,1.6058692,-1.6041614,2.64,7.728712,224,224,3,2026-05-06T04:04:03.097578,7.305089,1.4618245,6.3645695e-07,1.0011216,1,13.0,test,102
0.40645608,1.6055168,-1.6041614,2.64,9.196264,224,224,3,2026-05-06T04:04:03.150098,8.299858,1.4132948,6.3645695e-07,0.92013544,1,13.0,test,103
0.41520992,1.6065855,-1.6041614,2.64,8.762377,224,224,3,2026-05-06T04:04:03.150098,8.707842,1.4361291,6.3645695e-07,0.9485223,1,13.0,test,103
0.35169148,1.6221466,-1.6212862,2.64,6.3180704,224,224,3,2026-05-06T04:04:03.177058,5.568619,1.5486628,6.3645695e-07,1.0205237,1,13.0,test,104
